Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,TotalIncome,Loan_to_Income_Ratio,EMI,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Loan_Status
0.47234264016825267,-1.3720893221584447,-0.7378063230712658,0.5283622494715786,-0.39260073655797517,0.2732312961117544,0.41173269183271005,-0.12031623865000003,-0.22904466366413304,-0.23130482669294317,-0.6414781780182107,-0.7820157008848647,1.4281470373865712,1
0.47234264016825267,0.7288155252362812,0.2534695683198878,0.5283622494715786,-0.39260073655797517,0.2732312961117544,0.41173269183271005,-0.036096894491664394,-0.32898308857742026,-0.23130482669294317,1.5588994828934168,-0.7820157008848647,-0.7002080134759401,0
0.47234264016825267,0.7288155252362812,-0.7378063230712658,0.5283622494715786,2.5471169737663755,0.2732312961117544,0.41173269183271005,-1.1118076085140425,-0.21572094486611038,-0.5685207425329879,-0.6414781780182107,-0.7820157008848647,1.4281470373865712,1
0.47234264016825267,0.7288155252362812,-0.7378063230712658,-1.8926408936295354,-0.39260073655797517,0.2732312961117544,0.41173269183271005,-0.43631278615317676,0.04710249928471497,-0.27481655776907804,-0.6414781780182107,-0.7820157008848647,1.4281470373865712,1
0.47234264016825267,-1.3720893221584447,-0.7378063230712658,0.5283622494715786,-0.39260073655797517,0.2732312961117544,0.41173269183271005,-0.06776615200574929,-0.04330848634921856,-0.16059826369422417,-0.6414781780182107,-0.7820157008848647,1.4281470373865712,1
0.47234264016825267,0.7288155252362812,1.2447454597110414,0.5283622494715786,2.5471169737663755,0.2732312961117544,0.41173269183271005,1.1896077754490717,0.44805416676097287,0.5247115007548987,-0.6414781780182107,-0.7820157008848647,1.4281470373865712,1
0.47234264016825267,0.7288155252362812,-0.7378063230712658,-1.8926408936295354,-0.39260073655797517,0.2732312961117544,0.41173269183271005,-0.8163438763221954,0.09252213070526846,-0.4107907173819992,-0.6414781780182107,-0.7820157008848647,1.4281470373865712,1
0.47234264016825267,0.7288155252362812,2.236021351102195,0.5283622494715786,-0.39260073655797517,0.2732312961117544,-2.428760260810931,-0.22785250867035423,0.5336819434166967,-0.06813583515743776,-0.6414781780182107,1.2787467040220322,-0.7002080134759401,0
0.47234264016825267,0.7288155252362812,1.2447454597110414,0.5283622494715786,-0.39260073655797517,0.2732312961117544,0.41173269183271005,-0.230636619221043,0.7461984549287819,-0.013746171312269262,-0.6414781780182107,-0.7820157008848647,1.4281470373865712,1
0.47234264016825267,0.7288155252362812,0.2534695683198878,0.5283622494715786,-0.39260073655797517,0.2732312961117544,0.41173269183271005,2.2135949356469347,-1.0595853917513394,0.9707067442852803,-0.6414781780182107,1.2787467040220322,-0.7002080134759401,0
